ID,Name,Short description,Description
\nAlfalfa is nutrient rich, providing essential vitamins and minerals as well as isoflavones that make it a valuable herb for women's issues. Blends well with other nutrient rich herbs such as nettles, horsetail, red clover, and others.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nYou may also be interested in our <a href=""https://rogueherbalist.com/product/nutritive-mineral-formula/"">Nutritive Mineral Formula</a>.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Alfalfa Leaf, Organic
\n<em>Medicago sativa</em>
\n
\nAlfalfa is nutrient rich, providing essential vitamins and minerals as well as isoflavones that make it a valuable herb for women's issues. Blends well with other nutrient rich herbs such as nettles, horsetail, red clover, and others.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nYou may also be interested in our <a href=""https://rogueherbalist.com/product/nutritive-mineral-formula/"">Nutritive Mineral Formula</a>.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4089,"Nettle Root, Organic 1oz. bag","Nettle Root, Organic
\n<em>Urtica dioica</em>
\n
\nThe root of the Stinging Nettle plant is known to support healthy prostate function. The entire herb is nutrient rich and a mild diuretic. Try it as a tea. It is also one of the primary herbs in our <a href=""https://rogueherbalist.com/product/mens-daily-tonic-2oz/"">Men's Daily Tonic</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Nettle Root, Organic
\n<em>Urtica dioica</em>
\n
\nThe root of the Stinging Nettle plant is known to support healthy prostate function. The entire herb is nutrient rich and a mild diuretic. Try it as a tea. It is also one of the primary herbs in our <a href=""https://rogueherbalist.com/product/mens-daily-tonic-2oz/"">Men's Daily Tonic</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4092,"Astragalus Root, Organic 1oz. bag","Astragalus root, Organic
\n<em>Astragalus membranaceus</em>
\n
\nAstragalus is one of the chief Chinese tonic herbs for the immune system. This sweet tonic root is ideally prepared as a decoction or a tincture. It is a premier adaptogenic herb with an affinity for the lungs. It can be used to increase the number of stem cells in bone marrow and lymph tissue and encourage their development into active immune cells. Do not use in the acute stages of disease, but rather it is best used as a building herb. We also carry <a href=""https://rogueherbalist.com/product/astragalus-tincture-1oz/"">Astragalus tincture</a> and powder.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Astragalus root, Organic
\n<em>Astragalus membranaceus</em>
\n
\nAstragalus is one of the chief Chinese tonic herbs for the immune system. This sweet tonic root is ideally prepared as a decoction or a tincture. It is a premier adaptogenic herb with an affinity for the lungs. It can be used to increase the number of stem cells in bone marrow and lymph tissue and encourage their development into active immune cells. Do not use in the acute stages of disease, but rather it is best used as a building herb. We also carry <a href=""https://rogueherbalist.com/product/astragalus-tincture-1oz/"">Astragalus tincture</a> and powder.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4097,"Anise Star, Organic, 1oz. bag","Star Anise, Organic
\n<em>Illicium verum</em>
\n
\nStar Anise is not Anise but has a a similar delightful aroma as Anise seed. It is considered to be a slightly stronger remedy that Anise seed. Acting as a powerful carminative and antimicrobial herb, this plant is delightful in tea blends for tummy trouble or as an addition to cold and flu remedies. Fun fact: Star Anise is a source of shikimic acid, a compound which has been used in the development of antiviral drugs. It is one of the key herbs in our <a href=""https://rogueherbalist.com/product/breathe-easy-blend/"">Breathe Easy Blend</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Star Anise, Organic
\n<em>Illicium verum</em>
\n
\nStar Anise is not Anise but has a a similar delightful aroma as Anise seed. It is considered to be a slightly stronger remedy that Anise seed. Acting as a powerful carminative and antimicrobial herb, this plant is delightful in tea blends for tummy trouble or as an addition to cold and flu remedies. Fun fact: Star Anise is a source of shikimic acid, a compound which has been used in the development of antiviral drugs. It is one of the key herbs in our <a href=""https://rogueherbalist.com/product/breathe-easy-blend/"">Breathe Easy Blend</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4108,"Barberry Root, Organic, 1oz. bag","Barberry Root, Organic
\n<em>Berberis vulgaris</em>
\n
\nBarberry is an invasive plant in some areas but that does not mean we shouldn't appreciate it. As a source of the yellow alkaloid Berberine, this plant is the subject of much research. Berberine is being studied for a broad range of applications; as an anti-inflammatory, antimicrobial, for its applications in blood sugar regulation and cardiovascular protection. Most people think of the at-risk plant Goldenseal when they think of <a href=""https://rogueherbalist.com/product/berberine-60-caps/"">Berberine</a>, but we try to promote other plants that are not at the same level of risk. Also consider <a href=""https://rogueherbalist.com/product/oregon-grape-root-wildcrafted-1oz-bag/"">Oregon Grape Root</a> or <a href=""https://rogueherbalist.com/product/oregon-grape-root-tincture-1oz/"">tincture</a>, which is another berberine containing plant. That being said, we do offer <a href=""https://rogueherbalist.com/product/goldenseal-leaf-organic-1oz-bag/"">Goldenseal Leaf</a>, as well as <a href=""https://rogueherbalist.com/product/goldenseal-tincture-1oz/"">Goldenseal Tincture</a> and <a href=""https://rogueherbalist.com/product/goldenseal-powder-capsules-60ct/"">Goldenseal Capsules</a>
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Barberry Root, Organic
\n<em>Berberis vulgaris</em>
\n
\nBarberry is an invasive plant in some areas but that does not mean we shouldn't appreciate it. As a source of the yellow alkaloid Berberine, this plant is the subject of much research. Berberine is being studied for a broad range of applications; as an anti-inflammatory, antimicrobial, for its applications in blood sugar regulation and cardiovascular protection. Most people think of the at-risk plant Goldenseal when they think of <a href=""https://rogueherbalist.com/product/berberine-60-caps/"">Berberine</a>, but we try to promote other plants that are not at the same level of risk. Also consider <a href=""https://rogueherbalist.com/product/oregon-grape-root-wildcrafted-1oz-bag/"">Oregon Grape Root</a> or <a href=""https://rogueherbalist.com/product/oregon-grape-root-tincture-1oz/"">tincture</a>, which is another berberine containing plant. That being said, we do offer <a href=""https://rogueherbalist.com/product/goldenseal-leaf-organic-1oz-bag/"">Goldenseal Leaf</a>, as well as <a href=""https://rogueherbalist.com/product/goldenseal-tincture-1oz/"">Goldenseal Tincture</a> and <a href=""https://rogueherbalist.com/product/goldenseal-powder-capsules-60ct/"">Goldenseal Capsules</a>
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4110,"Burdock Root, Organic, 1oz. bag","Burdock Root, Organic
\n<em>Arctium lappa</em>
\n
\nBurdock is one of the all stars when it comes to being both a food and a medicine. The roots are called Gobo and cultivated as a vegetable in Japan. It is a renowned alterative (blood-purifier) that is mildly bitter with a hint of sweetness. This herb has properties that are beneficial to the entire digestive system, helping to stimulate the liver and gall bladder, as well as providing the prebiotic fiber inulin. Also consider taking our <a href=""https://rogueherbalist.com/product/burdock-liquid-extract-1oz/"">Burdock Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Burdock Root, Organic
\n<em>Arctium lappa</em>
\n
\nBurdock is one of the all stars when it comes to being both a food and a medicine. The roots are called Gobo and cultivated as a vegetable in Japan. It is a renowned alterative (blood-purifier) that is mildly bitter with a hint of sweetness. This herb has properties that are beneficial to the entire digestive system, helping to stimulate the liver and gall bladder, as well as providing the prebiotic fiber inulin. Also consider taking our <a href=""https://rogueherbalist.com/product/burdock-liquid-extract-1oz/"">Burdock Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4112,"Bilberry Leaf, Organic, 1oz. bag","Bilberry Leaf, Organic
\n<em>Vaccinum myrtillus
\n</em>
\n
\nBilberry Leaf makes a delightful tea that is <a href=""https://pubmed.ncbi.nlm.nih.gov/32260262/"">flavonoid rich</a> and nourishing to our tissues. It is one of the main herbs in our <a href=""https://rogueherbalist.com/product/eye-health-blend/"">Eye Health Formula</a>. The fruit has been made into jams and taken for eyesight health for many years. Quite similar in property to blueberries.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.
\n
\n&nbsp;","Bilberry Leaf, Organic
\n<em>Vaccinum myrtillus
\n</em>
\n
\nBilberry Leaf makes a delightful tea that is <a href=""https://pubmed.ncbi.nlm.nih.gov/32260262/"">flavonoid rich</a> and nourishing to our tissues. It is one of the main herbs in our <a href=""https://rogueherbalist.com/product/eye-health-blend/"">Eye Health Formula</a>. The fruit has been made into jams and taken for eyesight health for many years. Quite similar in property to blueberries.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.
\n
\n&nbsp;"

4121,"Chrysanthemum Flowers, White, Organic, 1oz. bag","Chrysanthemum Flowers, Yellow, Organic
\n<em>Chrysanthemum morifolium</em>
\n
\nChrysanthemum flowers are known in Traditional Chinese Medicine as a cooling remedy for the eyes. Michael Tierra describes Chrysanthemum in his book <em>The Way of Chinese Herbs</em>: ""Clears heat, disperses wind, soothes the liver, improves vision. It can be used for the common cold, fevers, headaches, conjunctivitis, reddening of the eyes, and some cases of deafness. This herb is excellent for fevers with headache and for counteracting the effects of hot climate. While this is a surface relieving herb, it also has some yin-nourishing properties""(pp.163). We include this herb in our <a href=""https://rogueherbalist.com/product/eye-health-blend/"">Eye Health Blend</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Chrysanthemum Flowers, Yellow, Organic
\n<em>Chrysanthemum morifolium</em>
\n
\nChrysanthemum flowers are known in Traditional Chinese Medicine as a cooling remedy for the eyes. Michael Tierra describes Chrysanthemum in his book <em>The Way of Chinese Herbs</em>: ""Clears heat, disperses wind, soothes the liver, improves vision. It can be used for the common cold, fevers, headaches, conjunctivitis, reddening of the eyes, and some cases of deafness. This herb is excellent for fevers with headache and for counteracting the effects of hot climate. While this is a surface relieving herb, it also has some yin-nourishing properties""(pp.163). We include this herb in our <a href=""https://rogueherbalist.com/product/eye-health-blend/"">Eye Health Blend</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4122,"California Poppy, Organic, 1oz. bag","California Poppy, Vermont grown Organic
\n<em>Eschsolzia californica</em>
\n
\nCalifornia Poppy is one of the gentlest nervines, safe and effective for both children and adults. Although California Poppy is not nearly as powerful as Opium Poppy, it still possesses a range of alkaloids that may be helpful with pain, inflammation, and sleeplessness. It is one of the most important herbs in our <a href=""https://rogueherbalist.com/product/hemp-nervine-2oz/"">Hemp Nervine</a> formula. Try it in bulk as a tea or in combination with your favorite nervine herbs. We also make our own <a href=""https://rogueherbalist.com/product/california-poppy-tincture-2oz/"">California Poppy Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","California Poppy, Organic
\n<em>Eschsolzia californica</em>
\n
\nCalifornia Poppy is one of the gentlest nervines, safe and effective for both children and adults. Although California Poppy is not nearly as powerful as Opium Poppy, it still possesses a range of alkaloids that may be helpful with pain, inflammation, and sleeplessness. It is one of the most important herbs in our <a href=""https://rogueherbalist.com/product/hemp-nervine-2oz/"">Hemp Nervine</a> formula. Try it in bulk as a tea or in combination with your favorite nervine herbs. We also make our own <a href=""https://rogueherbalist.com/product/california-poppy-tincture-2oz/"">California Poppy Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4124,"Chamomile, Vermont Grown Organic, 1oz. bag","<ul>
\n 	<li>Chamomile, <em>Matricaria recutita
\n</em>Organically grown by Foster Farm Botanicals</li>
\n</ul>
\nWho could not love Chamomile? This sweet smelling herb has been described as almost pineapple like in aroma. Perfect herb for calming the nerves or helping with gas and bloating after a heavy meal.
\n
\nMake sure when you brew this delicate flower to keep a lid over the tea while it is infusing so that you keep the aromatic oils trapped in the tea. The longer you brew it the more bitter flavor will come out and will have more effect on the digestion.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Chamomile, <em>Matricaria recutita
\n</em>Organically grown by Foster Farm Botanicals
\n
\nWho could not love Chamomile? This sweet smelling herb has been described as almost pineapple like in aroma. Perfect herb for calming the nerves or helping with gas and bloating after a heavy meal.
\n
\nMake sure when you brew this delicate flower to keep a lid over the tea while it is infusing so that you keep the aromatic oils trapped in the tea. The longer you brew it the more bitter flavor will come out and will have more effect on the digestion.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4126,"Catnip, Organic, 1oz. bag","Catnip Leaf, Organic
\n<em>Nepeta cataria
\n</em>
\n
\nThis lovely mint is esteemed by our feline friends but it is also good for the human beings we love too. Catnip is an excellent herb for children and adults alike, soothing an upset tummy and calming the nerves helping to promote restful sleep. The diaphoretic quality of Catnip also makes it an ideal addition to cold and flu formulas.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Catnip Leaf, Organic
\n<em>Nepeta cataria
\n</em>
\n
\nThis lovely mint is esteemed by our feline friends but it is also good for the human beings we love too. Catnip is an excellent herb for children and adults alike, soothing an upset tummy and calming the nerves helping to promote restful sleep. The diaphoretic quality of Catnip also makes it an ideal addition to cold and flu formulas.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4130,"Hemp Leaf and Flower, Vermont Grown Organic, 1oz.","Hemp Leaf &amp; Flower, Vermont grown Organic
\n<em>Cannabis sativa</em>
\n
\nWe bring you <span style=""font-weight: 400;"">the highest quality  CBD Cannabis grown in Irasburg, VT by our friends Vermont Botanical Farm in Cabot, VT and </span>Creek Valley Cannabidiol in Irasburg, VT.<span style=""font-weight: 400;""> These local Vermont farmers are dedicated </span><span style=""font-weight: 400;"">to increasing the health of people, soil and the community through the use of local food systems, sustainable agriculture and cannabis. This Cannabis has not been trimmed (it is both leaf and flower) and is ideal for smoking or making into oil or tincture. Our current strain is called Tangie.</span>
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Hemp Leaf &amp; Flower, Vermont grown Organic
\n<em>Cannabis sativa</em>
\n
\nWe bring you <span style=""font-weight: 400;"">the highest quality  CBD Cannabis grown in Irasburg, VT by our friends Vermont Botanical Farm in Cabot, VT and </span>Creek Valley Cannabidio<b>l</b> in Irasburg, VT.<span style=""font-weight: 400;""> These local Vermont farmers are dedicated </span><span style=""font-weight: 400;"">to increasing the health of people, soil and the community through the use of local food systems, sustainable agriculture and cannabis. This Cannabis has not been trimmed (it is both leaf and flower) and is ideal for smoking or making into oil or tincture. Our current strain is called Tangie.</span>
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4132,"Gotu Kola, Organic, 1oz. bag","Gotu Kola, Organic
\n<em>Centella asiatica
\n</em>
\n
\nGotu Kola is also known as lesser Brahmi in Ayurveda. It is taken for memory and cognition, as well as musculoskeletal system. It is a tonic for the tissues and mucus membrane and helps heal the skin. It aids in microcirculatory support, nourishing the capillaries and veins.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Gotu Kola, Organic
\n<em>Centella asiatica
\n</em>
\n
\nGotu Kola is also known as lesser Brahmi in Ayurveda. It is taken for memory and cognition, as well as musculoskeletal system. It is a tonic for the tissues and mucus membrane and helps heal the skin. It aids in microcirculatory support, nourishing the capillaries and veins.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4135,"Sweet Cinnamon Chips, Organic, 1oz. bag","Cinnamon, Organic
\n<em>Cinnamomum verum</em>
\n
\nCinnamon is warming and stimulating, perfect for those with cold hands and feet. Cinnamon is also being recognized for its beneficial effect on blood sugar and metabolism. We also carry <a href=""https://rogueherbalist.com/product/cinnamon-leaf-essential-oil-1oz/"">Cinnamon Leaf Essential Oil</a> for aromatherapy purposes.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Cinnamon, Organic
\n<em>Cinnamomum verum</em>
\n
\nCinnamon is warming and stimulating, perfect for those with cold hands and feet. Cinnamon is also being recognized for its beneficial effect on blood sugar and metabolism. We also carry <a href=""https://rogueherbalist.com/product/cinnamon-leaf-essential-oil-1oz/"">Cinnamon Leaf Essential Oil</a> for aromatherapy purposes.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4137,"Echinacea Root, Vermont Grown Organic, 1oz. bag","Echinacea Root, Vermont Grown Organic
\n<em>Echinacea purpurea</em>
\n
\nOur Echinacea is locally grown and the highest quality. The energy and flavor is thought of as bitter, pungent, and cool. It is ideal for acute inflammatory issues and stimulating the immune function. It is one of the primary herbs in our formula <a href=""https://rogueherbalist.com/product/hemp-immune-2oz/"">Hemp Immune</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Echinacea Root, Vermont Grown Organic
\n<em>Echinacea purpurea</em>
\n
\nOur Echinacea is locally grown and the highest quality. The energy and flavor is thought of as bitter, pungent, and cool. It is ideal for acute inflammatory issues and stimulating the immune function. It is one of the primary herbs in our formula <a href=""https://rogueherbalist.com/product/hemp-immune-2oz/"">Hemp Immune</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4146,"Skullcap herb, Vermont Grown Organic, 1oz. bag","Skullcap, <em>Scutellaria lateriflora
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont<em>
\n</em>
\n
\nSkullcap is incredibly safe and is one of my go-to herbs for anxiety. It is mild enough for children but strong enough to address panic attacks. Helpful with insomnia or nerve pain. Add to formulas with carminative and aromatic herbs for anxiety that results in gastrointestinal upset. Skullcap is one of the key herbs in our best selling formula <a href=""https://rogueherbalist.com/product/hemp-adapt-2oz/"">Hemp Adapt</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Skullcap, <em>Scutellaria lateriflora
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont<em>
\n</em>
\n
\nSkullcap is incredibly safe and is one of my go-to herbs for anxiety. It is mild enough for children but strong enough to address panic attacks. Helpful with insomnia or nerve pain. Add to formulas with carminative and aromatic herbs for anxiety that results in gastrointestinal upset. Skullcap is one of the key herbs in our best selling formula <a href=""https://rogueherbalist.com/product/hemp-adapt-2oz/"">Hemp Adapt</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4148,"Echinacea herb, Organic Vermont Grown, 1oz. bag","Echinacea Herb, <em>Echinacea angustifolia
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont<em>
\n</em>
\n
\nOur Echinacea is locally grown and the highest quality. The energy and flavor is thought of as bitter, pungent, and cool. It is ideal for acute inflammatory issues and stimulating the immune function. It is one of the primary herbs in our formula <a href=""https://rogueherbalist.com/product/hemp-immune-2oz/"">Hemp Immune</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Echinacea Herb, <em>Echinacea angustifolia
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont<em>
\n</em>
\n
\nOur Echinacea is locally grown and the highest quality. The energy and flavor is thought of as bitter, pungent, and cool. It is ideal for acute inflammatory issues and stimulating the immune function. It is one of the primary herbs in our formula <a href=""https://rogueherbalist.com/product/hemp-immune-2oz/"">Hemp Immune</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4175,"Galangal Root, Organic, 1oz. bag","Galangal Root, Organic<em>
\n</em><em>Alpinia galanga
\n</em>
\n
\nGalangal brings a pungent, spicy punch to any formula. Circulatory stimulant and carminative properties make this herb similar to ginger but a sharper flavor. It has been studied for its antimicrobial and antioxidant properties.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",

4177,"Gentian Root, Organic, 1oz. bag","Gentian Root, Organic
\n<em>Gentiana lutea</em>
\n
\nGentian is one of the strongest bitter herbs that we have in our materia medica. Blended with other bitter, carminative, and digestive herbs, Gentian is an amazing herb for digestion, liver support, even allergies. Because it is so strongly bitter it should not be taken by people with ulcerative conditions.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Gentian Root, Organic
\n<em>Gentiana lutea</em>
\n
\nGentian is one of the strongest bitter herbs that we have in our materia medica. Blended with other bitter, carminative, and digestive herbs, Gentian is an amazing herb for digestion, liver support, even allergies. Because it is so strongly bitter it should not be taken by people with ulcerative conditions.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4179,"Ginger root, Organic, 1oz. bag","Ginger root, organic
\n<em>Zingiber officinale</em>
\n
\nGinger is one of the most important herbs in the world. The classic digestive remedy, it is warming and spicy, perfect for anyone with an upset tummy. It is strongly anti-inflammatory, carminative, circulatory stimulant, and more. In herbal formulas it is often included to help move the formula through the system.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Ginger root, organic
\n<em>Zingiber officinale</em>
\n
\nGinger is one of the most important herbs in the world. The classic digestive remedy, it is warming and spicy, perfect for anyone with an upset tummy. It is strongly anti-inflammatory, carminative, circulatory stimulant, and more. In herbal formulas it is often included to help move the formula through the system.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4183,"Elder Flower, Organic, 1oz.","Elder Flower, Organic
\n<em>Sambucus canadensis</em>
\n
\nWe either wildcrafted this Elder Flower at the peak of the summer right down the road from our apothecary - or purchased other high quality organic flower. Elder flower brings many of the same qualities as the Elder berry but with a wonderful floral taste and aroma. Take as a hot tea this herb will help with fevers, colds, and respiratory issues.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
