ID,Type,SKU,Name,Short description,Description,In stock?,Slug
7777,variation,jiao16oz,"Jiaogulan, Organic, 1oz. bag - 16 ounces",,,1,jiaogulan-organic-1oz-bag-16-ounces
7778,variation,jiao8oz,"Jiaogulan, Organic, 1oz. bag - 8 ounce",,,1,jiaogulan-organic-1oz-bag-8-ounce
7782,variation,jiao1oz,"Jiaogulan, Organic, 1oz. bag - 1 ounce",,,1,jiaogulan-organic-1oz-bag-1-ounce
7784,simple,850011505595,Turkey Tail Dual Extract 2oz.,"Turkey Tail Dual Extract 2oz. \n \n \n \nThis Turkey Tail extract is made with Vermont grown organic Turkey Tail Fruiting Bodies. Shade-grown on hardwood at Wild Branch Valley Farm in Craftsbury, Vermont, this tincture is made with Trametes versicolor (Coriolus), commonly known as Turkey Tail. It is a powerful immunomodulator that is useful for all conditions when immunity has been compromised. Turkey Tail is a rich source of Beta Glucans and unique protein-bound polysaccharides. This extract is made by decocting the fruiting body and then tincturing with organic cane alcohol. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Turkey Tail Dual Extract 2oz. \n \n \n \nThis Turkey Tail extract is made with Vermont grown organic Turkey Tail Fruiting Bodies. Shade-grown on hardwood at Wild Branch Valley Farm in Craftsbury, Vermont, this tincture is made with Trametes versicolor (Coriolus), commonly known as Turkey Tail. It is a powerful immunomodulator that is useful for all conditions when immunity has been compromised. Turkey Tail is a rich source of Beta Glucans and unique protein-bound polysaccharides. This extract is made by decocting the fruiting body and then tincturing with organic cane alcohol. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,turkey-tail-dual-extract-2oz
7794,simple,021078006862,"Activated Charcoal, 100 Capsules","Activated Charcoal, 100 Capsules \n \n<div class=""product_description"">Activated charcoal is used within the digestive tract. This charcoal has been treated to increase its ability to adsorb (attract and hold to its surface) gases, liquids, and dissolved substances.</div> \n \n<div></div> \n \n<div class=""product_description""> \n \n \n \n100% Pure Activated Charcoal \n \n \n \nDigestive Aid \n \n \n \n</div> \n \nSupplement Facts: \n \nServing Size 2 Capsules \n \n \n \nAmount Per Serving: \n \nCharcoal 520mg \n \nOther ingredients: hydroxypropyl methylcellulose (capsule) \n \n \n \n<span class=""product_description_title"">Suggested Use:</span> 2 Capsules, preferably after meals, up to 3 times daily, at first sign of internal imbalance. Take for no more than 3 consecutive days. \n \n \n \n<span class=""product_description_title"">Allergies:</span> Contains no yeast, dairy, egg, gluten, corn, soy or wheat. Contains no sugar, starch, preservatives, or artificial color, flavor or fragrance. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Activated Charcoal, 100 Capsules \n \n<div class=""product_description"">Activated charcoal is used within the digestive tract. This charcoal has been treated to increase its ability to adsorb (attract and hold to its surface) gases, liquids, and dissolved substances.</div> \n \n<div></div> \n \n<div class=""product_description""> \n \n \n \n100% Pure Activated Charcoal \n \n \n \nDigestive Aid \n \n \n \n</div> \n \nSupplement Facts: \n \nServing Size 2 Capsules \n \n \n \nAmount Per Serving: \n \nCharcoal 520mg \n \nOther ingredients: hydroxypropyl methylcellulose (capsule) \n \n \n \n<span class=""product_description_title"">Suggested Use:</span> 2 Capsules, preferably after meals, up to 3 times daily, at first sign of internal imbalance. Take for no more than 3 consecutive days. \n \n \n \n<span class=""product_description_title"">Allergies:</span> Contains no yeast, dairy, egg, gluten, corn, soy or wheat. Contains no sugar, starch, preservatives, or artificial color, flavor or fragrance. \n \n \n \nYou may also be interested in<a href=""https://rogueherbalist.com/product/activated-charcoal-herbal-honey-6oz/""> Activated Charcoal Herbal Honey </a>or <a href=""https://rogueherbalist.com/product/cilantro-heavy-metal-detox-with-chlorella-2oz/"">Cilantro Heavy Metal Detox™ With Chlorella. </a> \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,activated-charcoal-100-capsules
7796,simple,645951506180,Magnesium Flakes 1.65 LB,"Magnesium Flakes 1.65 LB (26.4 oz) \n \n \n \nPure Magnesium Flakes. Super Concentrated. Soak in luxury to relax and rejuvenate body and soul with quality magnesium flakes from the ancient Zechstein Seabed. \n \n \n \nPure Magnesium Flakes are highly concentrated crystals of magnesium chloride sources from the Ancient Zechstein Seabed in the Netherlands. Nothing added and nothing removed. Restore and Refresh your body and mind by using these flakes in a full bath or foot soak. One cup of flakes contains approximately 90grams of magnesium chloride and numerous naturally occurring trace elements from ancient seawater. \n \n \n \nDirections: Add 1-2 cups of flakes to the bathtub or footbath, then soak for a minimum of 20 minutes. For best results, the temperature of the magnesium bath should be warm, about 101F to 105F, rather than hot. \n \n \n \nFor external use only. Avoid contact with eyes. Keep out of reach of children. If irritation, redness, or discomfort occurs, discontinue use and consult a licensed health care practitioner. \n \n \n \nIngredients: Magnesium Chloride Hexahydrate (Magnesium Flakes). \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Magnesium Flakes 1.65 LB (26.4 oz) \n \n \n \nPure Magnesium Flakes. Super Concentrated. Soak in luxury to relax and rejuvenate body and soul with quality magnesium flakes from the ancient Zechstein Seabed. \n \n \n \nPure Magnesium Flakes are highly concentrated crystals of magnesium chloride sources from the Ancient Zechstein Seabed in the Netherlands. Nothing added and nothing removed. Restore and Refresh your body and mind by using these flakes in a full bath or foot soak. One cup of flakes contains approximately 90grams of magnesium chloride and numerous naturally occurring trace elements from ancient seawater. \n \n \n \nDirections: Add 1-2 cups of flakes to the bathtub or footbath, then soak for a minimum of 20 minutes. For best results, the temperature of the magnesium bath should be warm, about 101F to 105F, rather than hot. \n \n \n \nFor external use only. Avoid contact with eyes. Keep out of reach of children. If irritation, redness, or discomfort occurs, discontinue use and consult a licensed health care practitioner. \n \n \n \nIngredients: Magnesium Chloride Hexahydrate (Magnesium Flakes). \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,magnesium-flakes-165-lb
7798,simple,645951164120,Magnesium Lotion 8 fl. oz.,"Magnesium Lotion 8 fl. oz. \n \n \n \nUnscented. Highly Concentrated. Effective for Relief and Relaxation. \n \n \n \nMagnesium Lotion is a highly concentrated lotion of magnesium chloride brine from the ancient Zechstein Seabed in the Netherlands. Formulated with rich shea butter and coconut oil to soothe and hydrate skin without leaving it feeling greasy. Perfect for soothing overworked muscles and joints. Also try rubbing on your abdomen for menstrual cramps! \n \n \n \nDirections: Shake well. Apply to skin, morning and night, as needed, repeat as necessary, covering any areas needing special attention. \n \n \n \nCaution: For external use only. Avoid contact with eyes. Keep out of reach of children. If irritation occurs, discontinue use and consult a health care practitioner. \n \n \n \n<b>Ingredients:</b> Aqua, Magnesium Oil (Magnesium Chloride Brine), Cocos Nucifera (Coconut) Oil, Glycerin, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter), Glyceryl Stearate SE, Emulsifying Wax NF, Cetearyl Glucoside, Cetearyl Alcohol, Fragrance, Hydroxypropyl Methylcellulose, Potassium Sorbate, Citric Acid, Xanthan Gum \n \n \n \nMagnesium Lotion contains no added dyes or colors, and all ingredients are lab tested for potency and purity, so you know you’re getting the best quality for a difference you can feel – the Life-flo difference. \n \n \n \nDermatologically tested and hypoallergenic. No animals were used to test this product. \n \n \n \nYou may also be interested in our Pure <a href=""https://rogueherbalist.com/product/magnesium-flakes/"">Magnesium Flakes</a> for soaking in the bath or footbath. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your heist or healthcare provider before introducing any herbs or supplements into your routine.","Magnesium Lotion 8 fl. oz. \n \n \n \nUnscented. Highly Concentrated. Effective for Relief and Relaxation. \n \n \n \nMagnesium Lotion is a highly concentrated lotion of magnesium chloride brine from the ancient Zechstein Seabed in the Netherlands. Formulated with rich shea butter and coconut oil to soothe and hydrate skin without leaving it feeling greasy. Perfect for soothing overworked muscles and joints. Also try rubbing on your abdomen for menstrual cramps! \n \n \n \nDirections: Shake well. Apply to skin, morning and night, as needed, repeat as necessary, covering any areas needing special attention. \n \n \n \nCaution: For external use only. Avoid contact with eyes. Keep out of reach of children. If irritation occurs, discontinue use and consult a health care practitioner. \n \n \n \n<b>Ingredients:</b> Aqua, Magnesium Oil (Magnesium Chloride Brine), Cocos Nucifera (Coconut) Oil, Glycerin, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter), Glyceryl Stearate SE, Emulsifying Wax NF, Cetearyl Glucoside, Cetearyl Alcohol, Fragrance, Hydroxypropyl Methylcellulose, Potassium Sorbate, Citric Acid, Xanthan Gum \n \n \n \nMagnesium Lotion contains no added dyes or colors, and all ingredients are lab tested for potency and purity, so you know you’re getting the best quality for a difference you can feel – the Life-flo difference. \n \n \n \nDermatologically tested and hypoallergenic. No animals were used to test this product. \n \n \n \nYou may also be interested in our Pure <a href=""https://rogueherbalist.com/product/magnesium-flakes/"">Magnesium Flakes</a> for soaking in the bath or footbath. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your heist or healthcare provider before introducing any herbs or supplements into your routine.",1,magnesium-lotion-8-fl-oz
7801,simple,790223101843,Organic Tart Cherry Concentrate 32 fl. oz.,"Organic Tart Cherry Concentrate 32 fl. oz. \n \n \n \nTart cherries are known by several names, including dwarf cherries or sour cherries, but don’t start puckering just yet—they’ve got a sweet kick to them, too, making for the perfect flavor balance. But that’s just the surface level of what makes this concentrate great. Inside each bottle you’ll find vitamins A, C and K, along with minerals and nutrients such as copper, manganese and potassium. And if you need to chill out, tart cherries can help you dial it down a notch thanks to naturally-occurring melatonin, and the compounds tryptophan and anthocyanins, which encourage your body to create melatonin. Tart cherries also offer five times the antioxidants of sweet cherries, but our concentrate takes that antioxidant profile even further by packing the antioxidant power of 1000* tart cherries in each 32-oz bottle. That’s a lot of goodness loaded into one concentrate! Traditionally used for relief from inflammation and gout. \n \n \n \nUntainted by sweeteners, preservatives, and other additives, Dynamic Health Certified Organic Tart Cherry Juice is nothing more than pure, natural power and nutrition. Extracted from sun-ripened montmorency and balaton tart cherries, our 100% juice concentrate contains the antioxidant power of 1000* tart cherries in each 32-oz bottle along with naturally occurring nutrients. \n \n \n \nPerfectly tasty on its own or mixed with seltzer, smoothies, sauces, dressings, and vinaigrettes, it's easy to take a serving each day. And because our Tart Cherry Juice Concentrate is certified organic, gluten free, vegan, BPA free, Halal, and Kosher, there's no reason not to! \n \n \n \nTrust one of nature's most powerful elixirs to deliver extraordinary taste and nutrition. \n \n \n \n100% Tart Cherry Concentrate - Nothing else added! No added sugar. Kosher. \n \n \n \nServing Size: 2 tablespoons (30mL) of Organic Tart Cherry Concentrate. May be mixed with water, seltzer, juice or a beverage of your choice. Take with at least 250mL (8oz) of liquid. \n \n \n \nStore in a cool, dry, dark place. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Organic Tart Cherry Concentrate 32 fl. oz. \n \n \n \nTart cherries are known by several names, including dwarf cherries or sour cherries, but don’t start puckering just yet—they’ve got a sweet kick to them, too, making for the perfect flavor balance. But that’s just the surface level of what makes this concentrate great. Inside each bottle you’ll find vitamins A, C and K, along with minerals and nutrients such as copper, manganese and potassium. And if you need to chill out, tart cherries can help you dial it down a notch thanks to naturally-occurring melatonin, and the compounds tryptophan and anthocyanins, which encourage your body to create melatonin. Tart cherries also offer five times the antioxidants of sweet cherries, but our concentrate takes that antioxidant profile even further by packing the antioxidant power of 1000* tart cherries in each 32-oz bottle. That’s a lot of goodness loaded into one concentrate! Traditionally used for relief from inflammation and gout. \n \n \n \nUntainted by sweeteners, preservatives, and other additives, Dynamic Health Certified Organic Tart Cherry Juice is nothing more than pure, natural power and nutrition. Extracted from sun-ripened montmorency and balaton tart cherries, our 100% juice concentrate contains the antioxidant power of 1000* tart cherries in each 32-oz bottle along with naturally occurring nutrients. \n \n \n \nPerfectly tasty on its own or mixed with seltzer, smoothies, sauces, dressings, and vinaigrettes, it's easy to take a serving each day. And because our Tart Cherry Juice Concentrate is certified organic, gluten free, vegan, BPA free, Halal, and Kosher, there's no reason not to! \n \n \n \nTrust one of nature's most powerful elixirs to deliver extraordinary taste and nutrition. \n \n \n \n100% Tart Cherry Concentrate - Nothing else added! No added sugar. Kosher. \n \n \n \nServing Size: 2 tablespoons (30mL) of Organic Tart Cherry Concentrate. May be mixed with water, seltzer, juice or a beverage of your choice. Take with at least 250mL (8oz) of liquid. \n \n \n \nStore in a cool, dry, dark place. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,organic-tart-cherry-concentrate-32-fl-oz
7837,simple,788332232602,Hyaluronic Acid Supreme Capsules 60ct,"Hyaluronic Acid Supreme Capsules, 60 Veggie Capsules \n \n \n \nServing Size 2 Veggie Caps \n \nServings Per Container 30 \n \n \n \nAmount Per Serving: \n \nBoswellia Gum Extract 200 mg \n \nMSM 200 mg \n \nBromelain 200 mg \n \nHyaluronic Acid 100mg \n \nTurmeric Root 100mg \n \nLicorice Root 50mg \n \nDevil's Claw Root 50 mg \n \n \n \nOther Ingredients: \n \nVegetable Cellulose, Organic Brown Rice Flour, Silica (Diatomacous Earth) \n \n \n \nPlease note that these statements have not been evaluated by the Food and Drug Administration, and this product is not intended to diagnose, treat, cure, or prevent any disease. Be sure to consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Hyaluronic Acid Supreme Capsules, 60 Veggie Capsules \n \n \n \nServing Size 2 Veggie Caps \n \nServings Per Container 30 \n \n \n \nAmount Per Serving: \n \nBoswellia Gum Extract 200 mg \n \nMSM 200 mg \n \nBromelain 200 mg \n \nHyaluronic Acid 100mg \n \nTurmeric Root 100mg \n \nLicorice Root 50mg \n \nDevil's Claw Root 50 mg \n \n \n \nOther Ingredients: \n \nVegetable Cellulose, Organic Brown Rice Flour, Silica (Diatomacous Earth) \n \n \n \nPlease note that these statements have not been evaluated by the Food and Drug Administration, and this product is not intended to diagnose, treat, cure, or prevent any disease. Be sure to consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,hyaluronic-acid-supreme-capsules-60ct
7838,simple,788332217418,"Essential Protect Essential Oil, 1 oz","Essential Protect Essential Oil, 1 oz \n \n \n \nAn immune boosting blend of the essential oils of: \n \nOrange Peel (Citrus sinensis), Clove Bud (Eugenia caryophyllata), Cinnamon Leaf (Cinnamomum zeylanicum), Rosemary Leaf (Rosmarinus officinalis), Eucalyptus Leaf (Eucalyptus globulus). \n \n \n \nAroma: Citrus, spicy, camphoraceous \n \n \n \nProperties: Warming, purifying, stimulating \n \n \n \nSuggested Use: \n \nFor aromatherapy. Can be used diluted in a carrier oil for topical use. \n \n \n \nTry putting on the bottoms of your feet (diluted) when you are feeling under the weather, or diffuse in an essential oil diffuser when you are wanting to rid your space of germs, bacteria and viruses. A warming, comforting blend of essential oils. \n \n \n \nCaution: If irritation occurs, discontinue use. Keep out of reach of children. \n \nCitrus oils are photosensitive (react to light), so don't apply to skin right before spending time in the sunshine. \n \n \n \nYou may also be interested in <a href=""https://rogueherbalist.com/product/bug-shield-1oz/"">Bug Shield</a> Essential Oil or <a href=""https://rogueherbalist.com/product/mushroom-immune-powder-capsules-90ct/"">Mushroom Immune Powder Capsules.</a> \n \n \n \nPlease note that these statements have not been evaluated by the Food and Drug Administration, and this product is not intended to diagnose, treat, cure, or prevent any disease. Be sure to consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Essential Protect Essential Oil, 1 oz \n \n \n \nAn immune boosting blend of the essential oils of: \n \nOrange Peel (Citrus sinensis), Clove Bud (Eugenia caryophyllata), Cinnamon Leaf (Cinnamomum zeylanicum), Rosemary Leaf (Rosmarinus officinalis), Eucalyptus Leaf (Eucalyptus globulus). \n \n \n \nAroma: Citrus, spicy, camphoraceous \n \n \n \nProperties: Warming, purifying, stimulating \n \n \n \nSuggested Use: \n \nFor aromatherapy. Can be used diluted in a carrier oil for topical use. \n \n \n \nTry putting on the bottoms of your feet (diluted) when you are feeling under the weather, or diffuse in an essential oil diffuser when you are wanting to rid your space of germs, bacteria and viruses. A warming, comforting blend of essential oils. \n \n \n \nCaution: If irritation occurs, discontinue use. Keep out of reach of children. \n \nCitrus oils are photosensitive (react to light), so don't apply to skin right before spending time in the sunshine. \n \n \n \nYou may also be interested in <a href=""https://rogueherbalist.com/product/bug-shield-1oz/"">Bug Shield</a> Essential Oil or <a href=""https://rogueherbalist.com/product/mushroom-immune-powder-capsules-90ct/"">Mushroom Immune Powder Capsules.</a> \n \n \n \nPlease note that these statements have not been evaluated by the Food and Drug Administration, and this product is not intended to diagnose, treat, cure, or prevent any disease. Be sure to consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,essential-protect-essential-oil-1-oz
7850,simple,737870166115,Boron 3 mg 100 capsules,"Boron 3 mg 100 Vegetarian Capsules \n \n \n \nBoron is an essential nutrient that is necessary for optimal health. It helps maintain optimal bone metabolism, as well as promotes immune and nervous system health. \n \n \n \nServing Size 1 Vegetarian Capsule \n \nAmount Per Serving: \n \nRiboflavin (Vitamin B2)  25 mg \n \nBoron (as boron citrate/aspartate/glycinate complex) 3mg \n \n \n \nOther Ingredients: microcrystalline cellulose, vegetable cellulose (capsule) \n \n \n \nDirections: Take one (1) capsule daily or as recommended by a healthcare practitioner. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","Boron 3 mg 100 Vegetarian Capsules \n \n \n \nBoron is an essential nutrient that is necessary for optimal health. It helps maintain optimal bone metabolism, as well as promotes immune and nervous system health. \n \n \n \nServing Size 1 Vegetarian Capsule \n \nAmount Per Serving: \n \nRiboflavin (Vitamin B2)  25 mg \n \nBoron (as boron citrate/aspartate/glycinate complex) 3mg \n \n \n \nOther Ingredients: microcrystalline cellulose, vegetable cellulose (capsule) \n \n \n \nDirections: Take one (1) capsule daily or as recommended by a healthcare practitioner. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>",1,boron-3-mg-100-capsules
7851,simple,737870372103,"Vitamin B3 Niacin 500 mg, 100 Capsules","Vitamin B3 Niacin, 500 mg, 100 capsules \n \n \n \nA popular supplement for supporting already-healthy cholesterol levels contains niacin, which is crucial for supporting the healthy metabolism of glucose, fat and alcohol. Promotes Cardiovascular Health. \n \n \n \nServing Size 1 Capsule \n \n \n \nAmount Per Serving \n \nNiacin (vitamin B3) 500 mg \n \n \n \nOther Ingredients: gelatin, vegetable stearate \n \n \n \nDirections: Take one (1) capsule daily with meals, or as recommended by a healthcare practitioner. \n \n \n \nCaution: Temporary flushing may occur. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","Vitamin B3 Niacin, 500 mg, 100 capsules \n \n \n \nA popular supplement for supporting already-healthy cholesterol levels contains niacin, which is crucial for supporting the healthy metabolism of glucose, fat and alcohol. Promotes Cardiovascular Health. \n \n \n \nServing Size 1 Capsule \n \n \n \nAmount Per Serving \n \nNiacin (vitamin B3) 500 mg \n \n \n \nOther Ingredients: gelatin, vegetable stearate \n \n \n \nDirections: Take one (1) capsule daily with meals, or as recommended by a healthcare practitioner. \n \n \n \nCaution: Temporary flushing may occur. \n \n \n \nYou may also be interested in our <a href=""https://rogueherbalist.com/product/b12-elite-60-lozenges/"">B12 lozenges. </a> \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>",1,vitamin-b3-niacin-500-mg-100-capsules
7852,simple,737870201861,"Optimized Carnitine, 60 Capsules","Optimized Carnitine, 60 Capsules \n \n \n \nThis Optimized Carnitine provides three clinically studied forms of carnitine that work together to help you recover from exercise quicker and support heart, brain and nervous system health. \n \n \n \nServing Size 2 Capsules \n \nServings Per Container: 30 \n \nAmount Per Serving: \n \nAcetyl L-Carnitine HCI 800mg \n \nAcetyl L-Carnitine  Arginate Di-HCI 300mg \n \nGlycine Propionyl L-Carnitine HCI 300mg \n \n \n \nOther Ingredients: vegetable cellulose (capsule), vegetable stearate, silica \n \n \n \nDirections: Take two (2) capsules, once or twice daily, or as recommended by a healthcare practitioner. This product can be taken on an empty stomach with water or juice in the morning in divided doses or all at once. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","Optimized Carnitine, 60 Capsules \n \n \n \nThis Optimized Carnitine provides three clinically studied forms of carnitine that work together to help you recover from exercise quicker and support heart, brain and nervous system health. \n \n \n \nServing Size 2 Capsules \n \nServings Per Container: 30 \n \nAmount Per Serving: \n \nAcetyl L-Carnitine HCI 800mg \n \nAcetyl L-Carnitine  Arginate Di-HCI 300mg \n \nGlycine Propionyl L-Carnitine HCI 300mg \n \n \n \nOther Ingredients: vegetable cellulose (capsule), vegetable stearate, silica \n \n \n \nDirections: Take two (2) capsules, once or twice daily, or as recommended by a healthcare practitioner. This product can be taken on an empty stomach with water or juice in the morning in divided doses or all at once. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>",1,optimized-carnitine-60-capsules
7853,simple,737870250036,"Testosterone Elite, 30 Capsules","Testosterone Elite, 30 Capsules \n \n \n \nPromotes Free and Total Testosterone \n \n \n \nSeeking to maintain healthy testosterone levels? Men need testosterone to build muscle and maintain sexual health, but levels decline over time. Testosterone Elite features a proprietary blend of pomegranate and cacao extracts with luteolin. These nutrients complement each other’s mechanisms of action, supporting testosterone production and encouraging youthful free and total testosterone levels. Testosterone is an essential hormone the body uses to maintain sex drive, bone mass, muscle mass and strength and more. But factors like poor nutrition, age, and stress cause the body to produce less and less of this important hormone. The result? Less testosterone than your body needs. Testosterone Elite combines nutrients that work together to support youthful testosterone production and healthy hormone levels. \n \n \n \nThis product is intended to promote testosterone levels but does not contain testosterone. \n \n \n \nServing Size: 1 Vegetarian Capsule \n \n \n \nAmount Per Serving: \n \n \n \nTesnor [std. to ≥ 3.5% punicalagins, ≥ 0.5% theobromine from pomegranate (peel) extract, cacao (Theobroma cacoa) (seed) extract] 400 mg \n \n \n \nLuteolin  [from Japanese sophora (flower) extract] 275 mg \n \n \n \nOther Ingredients: vegetable cellulose (capsule), maltodextrin, stearic acid, silica, rice fiber \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","Testosterone Elite, 30 Capsules \n \n \n \nPromotes Free and Total Testosterone \n \n \n \nSeeking to maintain healthy testosterone levels? Men need testosterone to build muscle and maintain sexual health, but levels decline over time. Testosterone Elite features a proprietary blend of pomegranate and cacao extracts with luteolin. These nutrients complement each other’s mechanisms of action, supporting testosterone production and encouraging youthful free and total testosterone levels. Testosterone is an essential hormone the body uses to maintain sex drive, bone mass, muscle mass and strength and more. But factors like poor nutrition, age, and stress cause the body to produce less and less of this important hormone. The result? Less testosterone than your body needs. Testosterone Elite combines nutrients that work together to support youthful testosterone production and healthy hormone levels. \n \n \n \nThis product is intended to promote testosterone levels but does not contain testosterone. \n \n \n \nServing Size: 1 Vegetarian Capsule \n \n \n \nAmount Per Serving: \n \n \n \nTesnor [std. to ≥ 3.5% punicalagins, ≥ 0.5% theobromine from pomegranate (peel) extract, cacao (Theobroma cacoa) (seed) extract] 400 mg \n \n \n \nLuteolin  [from Japanese sophora (flower) extract] 275 mg \n \n \n \nOther Ingredients: vegetable cellulose (capsule), maltodextrin, stearic acid, silica, rice fiber. \n \n \n \nYou may also be interested in our <a href=""https://rogueherbalist.com/product/male-virility-tincture-1oz/"">Male Virility Tincture</a> or our<a href=""https://rogueherbalist.com/product/mens-daily-tonic-2oz/""> Men's Daily Tonic</a>. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong> \n \n \n \n&nbsp;",0,testosterone-elite-30-capsules
7854,simple,737870234432,"NAD+ Cell Regenerator, 300 mg, 30 Capsules","NAD+ Cell Regenerator, 300 mg, 30 Capsules \n \n \n \nNAD+ is a cellular coenzyme that’s found in every cell of our bodies. NAD+ is necessary to create adenosine triphosphate (ATP), the compound the body uses for fuel. NAD+ Cell Regenerator™ helps maintain youthful levels of NAD+ with 300 mg of NIAGEN®, the first commercially available form of nicotinamide riboside, to help fight general fatigue at the cellular level. \n \n<ul> \n \n 	<li>Contains a clinically studied form of nicotinamide riboside to support energy</li> \n \n 	<li>Supports healthy levels of the coenzyme NAD+</li> \n \n 	<li>NAD+ is used in the production of cellular energy</li> \n \n</ul> \n \nServing Size 1 vegetarian capsule \n \n \n \nAmount Per Serving: \n \nNIAGEN® Nicotinamide Riboside Chloride 300mg \n \n \n \nOther Ingredients: microcrystalline cellulose, vegetable cellulose (capsule), silica, vegetable stearate. \n \n \n \nDosage and Use: \n \n<ul> \n \n 	<li>Take one (1) capsule daily, or as recommended by a healthcare practitioner.</li> \n \n 	<li>Nicotinamide Riboside does not cause flushing.</li> \n \n</ul> \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","NAD+ Cell Regenerator, 300 mg, 30 Capsules \n \n \n \nNAD+ is a cellular coenzyme that’s found in every cell of our bodies. NAD+ is necessary to create adenosine triphosphate (ATP), the compound the body uses for fuel. NAD+ Cell Regenerator™ helps maintain youthful levels of NAD+ with 300 mg of NIAGEN®, the first commercially available form of nicotinamide riboside, to help fight general fatigue at the cellular level. \n \n<ul> \n \n 	<li>Contains a clinically studied form of nicotinamide riboside to support energy</li> \n \n 	<li>Supports healthy levels of the coenzyme NAD+</li> \n \n 	<li>NAD+ is used in the production of cellular energy</li> \n \n</ul> \n \nServing Size 1 vegetarian capsule \n \n \n \nAmount Per Serving: \n \nNIAGEN® Nicotinamide Riboside Chloride 300mg \n \n \n \nOther Ingredients: microcrystalline cellulose, vegetable cellulose (capsule), silica, vegetable stearate. \n \n \n \nDosage and Use: \n \n<ul> \n \n 	<li>Take one (1) capsule daily, or as recommended by a healthcare practitioner.</li> \n \n 	<li>Nicotinamide Riboside does not cause flushing.</li> \n \n</ul> \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>",1,nad-cell-regenerator-300-mg-30-capsules
