ID,Name,Short description,Description,Slug
8718,Arsenicum Album Pills,"<p class=""productView-title"">Arsenicum Album Pills 30c</p>
\nA homeopathic remedy indicated for bruises, diarrhea, chills, and vomiting.
\n
\nActive ingredient: Arsenicum album [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Arsenicum Album Pills 30c</p>
\nA homeopathic remedy indicated for bruises, diarrhea, chills, and vomiting.
\n
\nActive ingredient: Arsenicum album [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",arsenicum-album-pills
8720,Bryonia Alba Pills,"<p class=""productView-title"">Bryonia Alba Pills 30c</p>
\nA homeopathic remedy indicated for muscle and joint pain that impedes motion and movement.
\n
\nActive ingredient: Bryonia alba [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Bryonia Alba Pills 30c</p>
\nA homeopathic remedy indicated for muscle and joint pain that impedes motion and movement.
\n
\nActive ingredient: Bryonia alba [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",bryonia-alba-pills
8722,Chelidonium Majus Pills,"<p class=""productView-title"">Chelidonium Majus Pills 30c</p>
\nA homeopathic remedy indicated for diarrhea and nausea.
\n
\nActive ingredient: Chelidonium majus [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Chelidonium Majus Pills 30c</p>
\nA homeopathic remedy indicated for diarrhea and nausea.
\n
\nActive ingredient: Chelidonium majus [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",chelidonium-majus-pills
8724,Lycopodium Clavatum Pills,"<p class=""productView-title"">Lycopodium Clavatum Pills 30c</p>
\nA homeopathic remedy indicated for bloating and digestion.
\n
\nActive ingredient: Lycopodium clavatum [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Lycopodium Clavatum Pills 30c</p>
\nA homeopathic remedy indicated for bloating and digestion.
\n
\nActive ingredient: Lycopodium clavatum [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",lycopodium-clavatum-pills
8731,Magnesia Phosphorica Pills,"<p class=""productView-title"">Magnesia Phosphorica Pills 30c</p>
\nA homeopathic remedy indicated for abdominal cramps.
\n
\nActive ingredient: Magnesia phosphorica [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Magnesia Phosphorica Pills 30c</p>
\nA homeopathic remedy indicated for abdominal cramps.
\n
\nActive ingredient: Magnesia phosphorica [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",magnesia-phosphorica-pills
8733,Natrum Muriaticum Pills,"<p class=""productView-title"">Natrum Muriaticum Pills 30c</p>
\nA homeopathic remedy indicated for sneezing, runny nose and allergies.
\n
\nActive ingredient: Natrum muriaticum [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Natrum Muriaticum Pills 30c</p>
\nA homeopathic remedy indicated for sneezing, runny nose and allergies.
\n
\nActive ingredient: Natrum muriaticum [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",natrum-muriaticum-pills
8766,Pulsatilla 30c Homeopathic Pills,"Pulsatilla 30c Pills
\n
\nA Homeopathic Remedy Indicated for weeping, cold-like symptoms, and indecision.
\n
\nActive ingredient: Pulsatilla [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Pulsatilla 30c Pills
\n
\nA Homeopathic Remedy Indicated for weeping, cold-like symptoms, and indecision.
\n
\nActive ingredient: Pulsatilla [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",pulsatilla-30c-homeopathic-pills
8768,Rhus Toxicodendron Pills 30c,"<p class=""productView-title"">Rhus Toxicodendron Pills 30c</p>
\nA homeopathic remedy indicated for blisters, itching, minor arthritic pain, poison ivy
\n
\nActive ingredient: Rhus toxicodendron [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Rhus Toxicodendron Pills 30c</p>
\nA homeopathic remedy indicated for blisters, itching, minor arthritic pain, poison ivy.
\n
\nActive ingredient: Rhus toxicodendron [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",rhus-toxicodendron-pills-30c
8770,Ruta Graveolens Pills 30c,"<p class=""productView-title"">Ruta Graveolens Pills 30c</p>
\nA homeopathic remedy indicated for bruised feeling, muscle soreness, strains and sprains.
\n
\nActive ingredient: Ruta graveolens [HPUS]
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Ruta Graveolens Pills 30c</p>
\nA homeopathic remedy indicated for bruised feeling, muscle soreness, strains and sprains.
\n
\nActive ingredient: Ruta graveolens [HPUS]
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",ruta-graveolens-pills-30c
8772,Sepia Pills 30c,"<p class=""productView-title"">Sepia Pills 30c</p>
\nA homeopathic remedy indicated for indifference, anger, constipation, hot flashes, and motion sickness.
\n
\nActive ingredient: Sepia [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Sepia Pills 30c</p>
\nA homeopathic remedy indicated for indifference, anger, constipation, hot flashes, and motion sickness.
\n
\nActive ingredient: Sepia [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",sepia-pills-30c
8775,Sulphur Pills 30c,"<p class=""productView-title"">Sulphur Pills 30c</p>
\nA homeopathic remedy indicated for skin problems, pimples, and hot flashes.
\n
\nActive ingredient: Sulphur [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","<p class=""productView-title"">Sulphur Pills 30c</p>
\nA homeopathic remedy indicated for skin problems, pimples, and hot flashes.
\n
\nActive ingredient: Sulphur [HPUS].
\nInactive ingredients: Sucrose/lactose pellets.
\n
\nDirections: Adults &amp; children: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner.
\n
\n4 dram vial size. 900 count of 2.5mm pellets.
\n
\nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",sulphur-pills-30c
8784,"Lemon Verbena, Organic, Vermont Grown, 1oz bag","Lemon Verbena
\n<em>Aloysia citrodora</em>
\n
\nOrganically grown by Free Verse Farm in Chelsea, Vermont.
\n
\nLemon Verbena is commonly known for its uplifting lemony aroma, and calming affect on the mind. It is also known for supporting the digestive system and calming digestive complaints. Lemon verbena is great as a tea, or mixed into tea blends. It can also be used as an aromatic herb in sachets for cars or bedside tables.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Lemon Verbena
\n<em>Aloysia citrodora</em>
\n
\nOrganically grown by Free Verse Farm in Chelsea, Vermont.
\n
\nLemon Verbena is commonly known for its uplifting lemony aroma, and calming affect on the mind. It is also known for supporting the digestive system and calming digestive complaints. Lemon verbena is great as a tea, or mixed into tea blends. It can also be used as an aromatic herb in sachets for cars or bedside tables.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",lemon-verbena-organic-vermont-grown-1oz-bag
8786,"Eyebright Herb, Organic, 1oz","Eyebright Herb
\n<em>Euphrasia officinalis</em>
\n
\nAs the name suggests, Eyebright is an herb well-known for its affinity for the eyes. Eyebright is indicated for hayfever and allergies, reducing the histamine response. It is also supportive for congestion, sinus infections, and conjunctivitis (pink eye). It can be used as an eyewash for eye conditions, but its use orally can address ailments of the eye as well.
\n
\nSold in 1oz. quantities. If you would like multiple ounces, just add multiple quantities.
\n
\nYou may also be interested in our <a href=""https://rogueherbalist.com/product/eyebright-tincture-1oz-eyebright-tincture-1oz/"">eyebright tincture</a>.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Eyebright Herb
\n<em>Euphrasia officinalis</em>
\n
\nAs the name suggests, Eyebright is an herb well-known for its affinity for the eyes. Eyebright is indicated for hayfever and allergies, reducing the histamine response. It is also supportive for congestion, sinus infections, and conjunctivitis (pink eye). It can be used as an eyewash for eye conditions, but its use orally can address ailments of the eye as well.
\n
\nSold in 1oz. quantities. If you would like multiple ounces, just add multiple quantities.
\n
\nYou may also be interested in our <a href=""https://rogueherbalist.com/product/eyebright-tincture-1oz-eyebright-tincture-1oz/"">eyebright tincture</a>.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",eyebright-herb-organic-1oz
8798,"Assam T.G.F.O.P. Tea, Organic, 1oz.","Assam Tea, T.G.F.O.P., Organic, 1oz bag
\n<em>Camellia sinensis</em>
\n
\nAssam tea is one of the most popular varieties of black tea. It makes for a rich dark cup of tea brewed on its own, or pairs wonderfully in blends such a chai or other breakfast blends. Assam tea comes from the Assam region of Northeastern India. It lends itself beautifully to milk and honey, and is also used in our House Chai blend, <a href=""https://rogueherbalist.com/product/house-chai-bulk-tea-blend-1oz/"">available by the ounce</a>, or in a <a href=""https://rogueherbalist.com/product/house-chai-tea-blend/"">6.75oz bag</a>.
\nCONTAINS CAFFIENE.
\n
\nT.G.F.O.P. stands for Tippy Golden Flowery Orange Pekoe. TGFOP is a tea grade that marks a high proportion of the golden tea bud tips of the tea plant, and indicates a high-quality tea.
\nOrigin: India
\n
\n<strong>Brew Instructions
\n</strong>Fill 1 teaspoon of tea in a cloth tea bag or mesh basket and place in your favorite mug. Pour 8 ounces of boiling water over the tea and allow to steep for 3-5 minutes. Experiment with steep time and quantity of tea and find your ideal cup!
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Assam Tea, T.G.F.O.P., Organic, 1oz bag
\n<em>Camellia sinensis</em>
\n
\nAssam tea is one of the most popular varieties of black tea. It makes for a rich dark cup of tea brewed on its own, or pairs wonderfully in blends such a chai or other breakfast blends. Assam tea comes from the Assam region of Northeastern India. It lends itself beautifully to milk and honey, and is also used in our House Chai blend, <a href=""https://rogueherbalist.com/product/house-chai-bulk-tea-blend-1oz/"">available by the ounce</a>, or in a <a href=""https://rogueherbalist.com/product/house-chai-tea-blend/"">6.75oz bag</a>.
\nCONTAINS CAFFIENE.
\n
\nT.G.F.O.P. stands for Tippy Golden Flowery Orange Pekoe. TGFOP is a tea grade that marks a high proportion of the golden tea bud tips of the tea plant, and indicates a high-quality tea.
\nOrigin: India
\n
\n<strong>Brew Instructions
\n</strong>Fill 1 teaspoon of tea in a cloth tea bag or mesh basket and place in your favorite mug. Pour 8 ounces of boiling water over the tea and allow to steep for 3-5 minutes. Experiment with steep time and quantity of tea and find your ideal cup!
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.
\n
\n&nbsp;",assam-tgfop-tea-organic-1oz
